3,1
92,5
77,4
3,1
61,4
84,4
92,5
89,4
11,2
29,3
38,3
17,2
42,3
91,5
9,1
50,3
70,4
68,4
59,4
33,3
41,3
96,5
24,3
76,4
49,3
53,4
50,3
84,4
30,3
26,3
1,1
50,3
6,1
2,1
44,3
35,3
18,2
6,1
12,2
94,5
60,4
13,2
77,4
81,4
31,3
49,3
41,3
11,2
12,2
60,4
32,3
62,4
75,4
63,4
51,4
9,1
94,5
24,3
70,4
79,4
93,5
24,3
95,5
98,5
12,2
68,4
7,1
4,1
13,2
54,4
7,1
31,3
75,4
66,4
45,3
17,2
94,5
68,4
92,5
24,3
71,4
33,3
96,5
14,2
27,3
15,2
21,3
33,3
2,1
50,3
60,4
27,3
10,1
36,3
9,1
9,1
17,2
90,4
3,1
87,4
53,4
81,4
85,4
64,4
100,5
12,2
4,1
55,4
7,1
20,2
100,5
96,5
84,4
54,4
23,3
24,3
59,4
77,4
42,3
9,1
18,2
97,5
63,4
47,3
80,4
85,4
73,4
32,3
17,2
66,4
33,3
37,3
8,1
76,4
68,4
18,2
11,2
40,3
32,3
91,5
23,3
28,3
51,4
53,4
33,3
84,4
92,5
21,3
82,4
99,5
13,2
72,4
97,5
18,2
64,4
48,3
51,4
10,1
23,3
80,4
24,3
5,1
68,4
51,4
46,3
93,5
13,2
74,4
68,4
59,4
14,2
41,3
82,4
85,4
92,5
66,4
38,3
69,4
33,3
61,4
44,3
81,4
60,4
36,3
3,1
50,3
69,4
19,2
39,3
6,1
26,3
61,4
40,3
16,2
88,4
41,3
8,1
60,4
85,4
45,3
23,3
28,3
33,3
63,4
21,3
1,1
7,1
41,3
98,5
11,2
92,5
51,4
41,3
98,5
12,2
40,3
64,4
92,5
43,3
58,4
83,4
97,5
42,3
84,4
93,5
72,4
13,2
50,3
59,4
96,5
80,4
5,1
93,5
10,1
97,5
28,3
45,3
50,3
38,3
3,1
2,1
93,5
85,4
30,3
74,4
16,2
78,4
37,3
17,2
65,4
74,4
24,3
56,4
57,4
69,4
44,3
2,1
37,3
46,3
88,4
64,4
52,4
19,2
54,4
86,4
59,4
94,5
76,4
88,4
56,4
57,4
44,3
25,3
13,2
59,4
27,3
5,1
29,3
93,5
98,5
46,3
12,2
56,4
29,3
23,3
100,5
15,2
81,4
10,1
0,1
78,4
34,3
0,1
91,5
27,3
44,3
0,1
59,4
74,4
60,4
8,1
76,4
13,2
10,1
47,3
70,4
46,3
89,4
80,4
64,4
37,3
93,5
43,3
88,4
91,5
3,1
45,3
5,1
0,1
80,4
21,3
58,4
38,3
4,1
33,3
86,4
74,4
20,2
44,3
78,4
31,3
82,4
46,3
22,3
7,1
47,3
56,4
65,4
28,3
71,4
89,4
26,3
63,4
96,5
21,3
20,2
71,4
77,4
93,5
91,5
85,4
94,5
52,4
76,4
18,2
45,3
22,3
13,2
0,1
22,3
20,2
76,4
13,2
84,4
18,2
44,3
14,2
34,3
97,5
95,5
59,4
28,3
10,1
41,3
86,4
63,4
84,4
95,5
59,4
34,3
85,4
90,4
5,1
15,2
60,4
83,4
49,3
92,5
55,4
64,4
63,4
82,4
3,1
43,3
74,4
64,4
6,1
91,5
59,4
2,1
100,5
94,5
90,4
91,5
68,4
90,4
92,5
85,4
0,1
80,4
59,4
38,3
32,3
82,4
100,5
87,4
66,4
16,2
16,2
51,4
3,1
88,4
47,3
3,1
56,4
88,4
57,4
74,4
45,3
22,3
2,1
71,4
34,3
64,4
67,4
99,5
1,1
71,4
51,4
82,4
40,3
8,1
25,3
43,3
52,4
83,4
91,5
65,4
79,4
74,4
42,3
47,3
79,4
93,5
68,4
97,5
94,5
78,4
59,4
37,3
98,5
27,3
75,4
53,4
60,4
26,3
22,3
41,3
42,3
64,4
41,3
19,2
69,4
98,5
90,4
91,5
49,3
28,3
33,3
70,4
84,4
35,3
81,4
48,3
76,4
66,4
37,3
5,1
12,2
72,4
44,3
71,4
6,1
56,4
60,4
17,2
95,5
79,4
16,2
0,1
21,3
77,4
87,4
56,4
93,5
48,3
54,4
51,4
53,4
65,4
41,3
61,4
27,3
23,3
98,5
22,3
4,1
65,4
53,4
90,4
83,4
83,4
52,4
39,3
13,2
77,4
99,5
34,3
44,3
88,4
95,5
95,5
81,4
67,4
42,3
84,4
81,4
32,3
10,1
24,3
95,5
89,4
82,4
95,5
24,3
39,3
46,3
41,3
55,4
27,3
63,4
57,4
92,5
30,3
27,3
69,4
6,1
13,2
75,4
43,3
38,3
48,3
15,2
37,3
18,2
29,3
7,1
86,4
87,4
94,5
45,3
74,4
67,4
79,4
100,5
31,3
81,4
89,4
43,3
40,3
27,3
5,1
53,4
85,4
54,4
97,5
79,4
22,3
65,4
15,2
75,4
16,2
14,2
6,1
62,4
6,1
72,4
82,4
40,3
10,1
54,4
44,3
18,2
72,4
22,3
55,4
45,3
42,3
41,3
18,2
75,4
54,4
26,3
46,3
51,4
49,3
98,5
55,4
61,4
84,4
25,3
13,2
45,3
100,5
10,1
43,3
7,1
13,2
78,4
53,4
78,4
39,3
32,3
36,3
79,4
47,3
24,3
86,4
37,3
16,2
84,4
78,4
39,3
7,1
29,3
66,4
35,3
70,4
3,1
82,4
49,3
72,4
86,4
36,3
92,5
49,3
67,4
59,4
1,1
21,3
51,4
11,2
18,2
61,4
92,5
99,5
29,3
85,4
97,5
90,4
94,5
27,3
96,5
11,2
100,5
14,2
55,4
74,4
96,5
59,4
80,4
70,4
8,1
86,4
52,4
28,3
57,4
73,4
59,4
4,1
38,3
86,4
57,4
99,5
100,5
83,4
1,1
38,3
23,3
96,5
44,3
55,4
41,3
25,3
60,4
15,2
36,3
37,3
61,4
80,4
11,2
58,4
36,3
20,2
89,4
14,2
94,5
99,5
66,4
64,4
90,4
86,4
32,3
27,3
67,4
56,4
21,3
93,5
46,3
38,3
48,3
93,5
87,4
15,2
9,1
89,4
69,4
65,4
89,4
41,3
78,4
72,4
0,1
11,2
13,2
79,4
27,3
49,3
48,3
31,3
44,3
84,4
88,4
9,1
80,4
33,3
67,4
34,3
3,1
94,5
7,1
39,3
49,3
2,1
80,4
86,4
17,2
11,2
10,1
71,4
70,4
9,1
9,1
65,4
37,3
3,1
73,4
37,3
91,5
49,3
4,1
70,4
91,5
65,4
83,4
48,3
59,4
56,4
27,3
75,4
10,1
86,4
78,4
27,3
59,4
77,4
57,4
91,5
73,4
91,5
88,4
38,3
54,4
66,4
25,3
12,2
35,3
46,3
17,2
67,4
99,5
6,1
30,3
33,3
56,4
73,4
36,3
45,3
36,3
83,4
100,5
36,3
99,5
66,4
80,4
14,2
68,4
12,2
63,4
99,5
57,4
5,1
54,4
6,1
35,3
52,4
72,4
6,1
3,1
3,1
65,4
41,3
50,3
65,4
55,4
99,5
0,1
21,3
48,3
43,3
9,1
30,3
59,4
86,4
22,3
91,5
67,4
61,4
45,3
59,4
30,3
4,1
30,3
30,3
62,4
38,3
1,1
33,3
96,5
90,4
37,3
25,3
26,3
88,4
98,5
35,3
81,4
79,4
14,2
1,1
31,3
5,1
46,3
27,3
38,3
13,2
5,1
8,1
47,3
0,1
2,1
28,3
48,3
77,4
76,4
84,4
60,4
56,4
35,3
71,4
25,3
57,4
12,2
96,5
68,4
74,4
37,3
94,5
99,5
86,4
43,3
53,4
27,3
30,3
57,4
54,4
5,1
36,3
95,5
66,4
94,5
56,4
75,4
55,4
65,4
33,3
1,1
80,4
8,1
59,4
7,1
69,4
81,4
73,4
9,1
16,2
69,4
5,1
88,4
30,3
12,2
94,5
64,4
9,1
8,1
53,4
84,4
28,3
36,3
100,5
98,5
7,1
50,3
89,4
16,2
29,3
91,5
40,3
79,4
3,1
81,4
13,2
33,3
88,4
61,4
29,3
90,4
32,3
17,2
11,2
12,2
52,4
3,1
95,5
16,2
22,3
36,3
20,2
87,4
28,3
37,3
39,3
19,2
80,4
92,5
43,3
36,3
22,3
6,1
32,3
50,3
32,3
53,4
85,4
33,3
77,4
8,1
37,3
73,4
60,4
68,4
72,4
24,3
76,4
88,4
90,4
71,4
25,3
99,5
36,3
89,4
50,3
79,4
31,3
51,4
96,5
33,3
82,4
0,1
29,3
46,3
54,4
96,5
66,4
68,4
82,4
26,3
0,1
39,3
41,3
38,3
82,4
18,2
12,2
3,1
63,4
14,2
39,3
82,4
31,3
14,2
98,5
83,4
33,3
8,1
41,3
55,4
13,2
82,4
38,3
80,4
70,4
13,2
59,4
81,4
65,4
70,4
10,1
18,2
16,2
42,3
74,4
79,4
17,2
70,4
84,4
53,4
16,2
73,4
45,3
43,3
77,4
67,4
94,5
31,3
28,3
54,4
27,3
44,3
75,4
34,3
97,5
59,4
65,4
52,4
53,4
34,3
55,4
63,4
52,4
33,3
17,2
14,2
89,4
59,4
100,5
78,4
21,3
28,3
95,5
16,2
84,4
11,2
93,5
25,3
51,4
12,2
25,3
94,5
27,3
81,4
82,4
44,3
60,4
86,4
65,4
77,4
19,2
96,5
4,1
93,5
64,4
27,3
6,1
73,4
99,5
57,4
54,4
38,3
23,3
66,4
20,2
58,4
30,3
88,4
100,5
78,4
6,1
14,2
18,2
26,3
29,3
90,4
83,4
34,3
56,4
75,4
13,2
3,1
80,4
61,4
14,2
31,3
92,5
4,1
69,4
95,5
1,1
58,4
30,3
77,4
58,4
32,3
9,1
99,5
57,4
58,4
4,1
54,4
13,2
67,4
20,2
93,5
45,3
18,2
84,4
33,3
21,3
48,3
36,3
89,4
47,3
83,4
8,1
87,4
82,4
85,4
7,1
43,3
80,4
81,4
94,5
57,4
40,3
30,3
93,5
66,4
86,4
39,3
76,4
97,5
79,4
42,3
32,3
46,3
78,4
18,2
85,4
22,3
76,4
76,4
63,4
23,3
40,3
90,4
53,4
29,3
84,4
78,4
52,4
70,4
0,1
15,2
3,1
21,3
87,4
2,1
40,3
13,2
35,3
81,4
28,3
73,4
43,3
47,3
13,2
96,5
64,4
33,3
13,2
47,3
15,2
3,1
84,4
71,4
48,3
5,1
50,3
12,2
91,5
49,3
24,3
87,4
73,4
18,2
33,3
89,4
39,3
96,5
74,4
44,3
76,4
17,2
26,3
77,4
63,4
61,4
26,3
10,1
94,5
23,3
3,1
79,4
90,4
86,4
61,4
27,3
29,3
82,4
12,2
61,4
92,5
39,3
21,3
61,4
8,1
14,2
81,4
38,3
57,4
95,5
97,5
49,3
21,3
56,4
20,2
51,4
50,3
14,2
24,3
96,5
30,3
3,1
37,3
12,2
16,2
56,4
44,3
44,3
51,4
17,2
29,3
72,4
60,4
37,3
57,4
11,2
58,4
31,3
17,2
76,4
10,1
35,3
47,3
70,4
53,4
83,4
91,5
47,3
93,5
94,5
88,4
96,5
70,4
39,3
4,1
36,3
98,5
38,3
97,5
81,4
15,2
55,4
27,3
77,4
55,4
59,4
4,1
71,4
45,3
22,3
36,3
93,5
66,4
26,3
8,1
70,4
78,4
99,5
42,3
23,3
81,4
64,4
49,3
80,4
76,4
59,4
42,3
24,3
83,4
22,3
53,4
63,4
44,3
66,4
33,3
15,2
80,4
40,3
84,4
68,4
87,4
38,3
48,3
3,1
55,4
66,4
6,1
24,3
29,3
55,4
62,4
46,3
5,1
55,4
71,4
81,4
72,4
5,1
66,4
95,5
97,5
43,3
43,3
80,4
81,4
100,5
82,4
97,5
3,1
78,4
12,2
9,1
74,4
14,2
30,3
76,4
31,3
57,4
66,4
50,3
26,3
71,4
44,3
59,4
94,5
13,2
88,4
33,3
91,5
52,4
14,2
85,4
65,4
55,4
39,3
37,3
83,4
8,1
14,2
61,4
62,4
6,1
36,3
38,3
24,3
38,3
74,4
38,3
55,4
76,4
40,3
22,3
51,4
29,3
14,2
9,1
41,3
56,4
94,5
4,1
13,2
26,3
97,5
32,3
87,4
54,4
76,4
97,5
80,4
73,4
51,4
70,4
5,1
73,4
9,1
65,4
11,2
57,4
73,4
71,4
0,1
99,5
24,3
20,2
99,5
52,4
31,3
40,3
0,1
8,1
65,4
63,4
49,3
17,2
15,2
35,3
84,4
44,3
47,3
25,3
14,2
7,1
82,4
66,4
69,4
80,4
79,4
100,5
11,2
52,4
32,3
21,3
28,3
64,4
78,4
56,4
80,4
39,3
79,4
75,4
13,2
37,3
88,4
8,1
16,2
68,4
59,4
28,3
71,4
54,4
95,5
68,4
14,2
42,3
5,1
56,4
62,4
39,3
41,3
46,3
32,3
42,3
88,4
11,2
82,4
33,3
82,4
20,2
97,5
64,4
6,1
38,3
28,3
12,2
1,1
14,2
32,3
47,3
0,1
95,5
2,1
62,4
45,3
54,4
2,1
62,4
7,1
80,4
88,4
19,2
58,4
21,3
99,5
69,4
43,3
74,4
59,4
55,4
83,4
35,3
18,2
66,4
2,1
38,3
91,5
4,1
86,4
83,4
72,4
5,1
63,4
80,4
70,4
14,2
11,2
26,3
17,2
33,3
46,3
97,5
76,4
76,4
88,4
20,2
97,5
37,3
64,4
41,3
60,4
93,5
96,5
100,5
100,5
5,1
63,4
62,4
48,3
19,2
63,4
53,4
18,2
52,4
85,4
12,2
98,5
71,4
34,3
77,4
86,4
42,3
46,3
37,3
68,4
53,4
43,3
9,1
24,3
61,4
30,3
47,3
39,3
53,4
35,3
2,1
79,4
45,3
29,3
2,1
99,5
98,5
45,3
53,4
27,3
63,4
90,4
25,3
69,4
16,2
43,3
9,1
57,4
73,4
52,4
18,2
21,3
83,4
97,5
95,5
96,5
13,2
75,4
92,5
90,4
13,2
50,3
95,5
82,4
84,4
66,4
100,5
25,3
22,3
33,3
12,2
12,2
17,2
13,2
15,2
43,3
5,1
5,1
100,5
98,5
49,3
6,1
21,3
24,3
81,4
68,4
3,1
87,4
56,4
95,5
2,1
47,3
24,3
50,3
100,5
58,4
94,5
40,3
70,4
67,4
90,4
93,5
4,1
75,4
13,2
59,4
14,2
8,1
91,5
21,3
29,3
48,3
14,2
62,4
78,4
66,4
20,2
19,2
83,4
67,4
5,1
1,1
38,3
91,5
88,4
16,2
52,4
18,2
79,4
66,4
1,1
10,1
27,3
74,4
59,4
62,4
89,4
27,3
2,1
57,4
92,5
1,1
52,4
42,3
34,3
89,4
88,4
57,4
75,4
42,3
87,4
60,4
81,4
32,3
74,4
71,4
43,3
21,3
13,2
8,1
49,3
70,4
37,3
6,1
14,2
34,3
9,1
27,3
52,4
12,2
61,4
37,3
67,4
26,3
0,1
72,4
19,2
82,4
3,1
25,3
92,5
57,4
97,5
46,3
2,1
72,4
1,1
78,4
81,4
36,3
12,2
92,5
35,3
19,2
90,4
41,3
99,5
72,4
20,2
8,1
38,3
95,5
37,3
15,2
85,4
52,4
27,3
2,1
6,1
35,3
82,4
55,4
60,4
40,3
91,5
66,4
9,1
49,3
7,1
23,3
13,2
57,4
17,2
46,3
85,4
89,4
56,4
6,1
38,3
12,2
54,4
71,4
70,4
28,3
51,4
67,4
69,4
25,3
37,3
29,3
63,4
13,2
10,1
67,4
58,4
25,3
55,4
9,1
76,4
50,3
1,1
24,3
90,4
23,3
69,4
81,4
74,4
65,4
56,4
26,3
9,1
39,3
13,2
70,4
94,5
7,1
82,4
4,1
86,4
46,3
69,4
43,3
18,2
40,3
54,4
76,4
79,4
61,4
74,4
31,3
12,2
62,4
78,4
4,1
79,4
98,5
60,4
18,2
26,3
87,4
28,3
83,4
40,3
96,5
11,2
0,1
82,4
97,5
80,4
15,2
60,4
26,3
51,4
25,3
30,3
32,3
58,4
47,3
61,4
64,4
83,4
26,3
72,4
25,3
35,3
96,5
60,4
38,3
9,1
46,3
63,4
58,4
54,4
44,3
28,3
47,3
30,3
32,3
26,3
72,4
61,4
22,3
40,3
56,4
64,4
28,3
57,4
38,3
95,5
14,2
50,3
95,5
44,3
10,1
38,3
3,1
33,3
36,3
69,4
45,3
54,4
41,3
56,4
52,4
10,1
90,4
86,4
28,3
58,4
11,2
17,2
25,3
1,1
49,3
25,3
10,1
30,3
9,1
3,1
90,4
88,4
6,1
60,4
79,4
48,3
61,4
98,5
2,1
74,4
94,5
99,5
64,4
8,1
9,1
26,3
36,3
36,3
2,1
24,3
64,4
40,3
29,3
81,4
92,5
76,4
91,5
52,4
63,4
62,4
82,4
23,3
88,4
23,3
42,3
39,3
11,2
30,3
85,4
88,4
48,3
53,4
66,4
81,4
44,3
70,4
30,3
35,3
67,4
61,4
64,4
10,1
91,5
5,1
11,2
51,4
55,4
47,3
84,4
72,4
99,5
72,4
70,4
34,3
19,2
81,4
69,4
50,3
14,2
91,5
42,3
38,3
60,4
60,4
49,3
31,3
44,3
94,5
76,4
0,1
38,3
92,5
89,4
85,4
35,3
35,3
19,2
40,3
9,1
32,3
38,3
87,4
39,3
77,4
99,5
8,1
97,5
97,5
32,3
57,4
52,4
44,3
10,1
57,4
3,1
1,1
83,4
4,1
52,4
0,1
24,3
72,4
70,4
9,1
10,1
37,3
20,2
40,3
43,3
32,3
8,1
86,4
93,5
60,4
78,4
55,4
39,3
43,3
21,3
15,2
54,4
3,1
17,2
51,4
20,2
75,4
43,3
12,2
78,4
95,5
84,4
20,2
49,3
27,3
56,4
41,3
1,1
7,1
2,1
21,3
97,5
58,4
47,3
40,3
71,4
78,4
33,3
15,2
36,3
42,3
21,3
68,4
92,5
34,3
76,4
40,3
70,4
95,5
65,4
33,3
33,3
35,3
4,1
65,4
78,4
60,4
7,1
84,4
41,3
67,4
76,4
19,2
18,2
15,2
63,4
14,2
92,5
60,4
21,3
18,2
52,4
15,2
15,2
25,3
35,3
49,3
15,2
20,2
66,4
49,3
24,3
42,3
44,3
16,2
89,4
87,4
64,4
53,4
75,4
12,2
14,2
67,4
32,3
61,4
7,1
22,3
81,4
74,4
36,3
94,5
96,5
9,1
22,3
39,3
0,1
32,3
80,4
14,2
72,4
89,4
71,4
56,4
2,1
57,4
32,3
80,4
58,4
70,4
66,4
80,4
76,4
10,1
53,4
21,3
90,4
70,4
56,4
80,4
36,3
80,4
13,2
50,3
59,4
67,4
40,3
76,4
56,4
76,4
63,4
42,3
43,3
4,1
27,3
6,1
41,3
2,1
1,1
98,5
48,3
16,2
37,3
79,4
14,2
85,4
20,2
14,2
56,4
28,3
6,1
4,1
34,3
3,1
99,5
10,1
20,2
92,5
3,1
27,3
12,2
98,5
80,4
15,2
96,5
67,4
56,4
87,4
10,1
91,5
30,3
61,4
100,5
27,3
64,4
71,4
30,3
71,4
10,1
59,4
94,5
75,4
7,1
93,5
6,1
0,1
53,4
49,3
88,4
13,2
64,4
43,3
45,3
71,4
17,2
71,4
67,4
53,4
50,3
91,5
24,3
71,4
96,5
12,2
93,5
70,4
90,4
92,5
53,4
30,3
54,4
56,4
13,2
25,3
21,3
46,3
13,2
48,3
24,3
44,3
33,3
86,4
5,1
0,1
12,2
66,4
97,5
30,3
47,3
52,4
13,2
48,3
32,3
8,1
82,4
42,3
33,3
14,2
32,3
38,3
78,4
29,3
76,4
61,4
92,5
79,4
37,3
0,1
63,4
86,4
60,4
51,4
33,3
85,4
75,4
85,4
93,5
53,4
72,4
55,4
32,3
43,3
34,3
12,2
48,3
86,4
69,4
96,5
65,4
15,2
65,4
27,3
59,4
9,1
6,1
84,4
3,1
34,3
88,4
34,3
54,4
36,3
95,5
43,3
44,3
3,1
13,2
61,4
19,2
6,1
27,3
7,1
10,1
24,3
74,4
19,2
39,3
19,2
31,3
60,4
75,4
74,4
18,2
47,3
55,4
63,4
59,4
66,4
1,1
21,3
68,4
65,4
94,5
26,3
80,4
43,3
15,2
93,5
83,4
36,3
100,5
57,4
74,4
49,3
84,4
35,3
19,2
8,1
63,4
31,3
80,4
71,4
93,5
87,4
96,5
59,4
31,3
39,3
0,1
83,4
75,4
93,5
15,2
41,3
6,1
44,3
6,1
53,4
83,4
82,4
61,4
6,1
17,2
3,1
84,4
68,4
74,4
12,2
69,4
29,3
93,5
30,3
69,4
15,2
14,2
24,3
6,1
6,1
87,4
41,3
31,3
98,5
95,5
45,3
17,2
31,3
86,4
92,5
92,5
2,1
36,3
28,3
71,4
39,3
59,4
45,3
17,2
6,1
54,4
58,4
11,2
14,2
75,4
70,4
36,3
1,1
80,4
91,5
42,3
66,4
45,3
65,4
4,1
57,4
96,5
4,1
16,2
79,4
23,3
87,4
60,4
21,3
74,4
26,3
97,5
27,3
69,4
51,4
69,4
67,4
26,3
95,5
51,4
84,4
84,4
50,3
33,3
38,3
90,4
36,3
73,4
52,4
8,1
60,4
63,4
46,3
51,4
63,4
86,4
55,4
87,4
1,1
99,5
71,4
90,4
20,2
29,3
26,3
66,4
2,1
64,4
58,4
67,4
0,1
68,4
89,4
8,1
12,2
27,3
43,3
39,3
77,4
33,3
23,3
6,1
55,4
42,3
97,5
6,1
44,3
70,4
61,4
36,3
47,3
61,4
37,3
82,4
80,4
74,4
33,3
49,3
100,5
97,5
91,5
47,3
72,4
66,4
18,2
80,4
6,1
93,5
66,4
12,2
14,2
12,2
80,4
55,4
47,3
24,3
47,3
75,4
94,5
7,1
31,3
7,1
9,1
27,3
36,3
99,5
25,3
20,2
44,3
49,3
64,4
1,1
43,3
29,3
21,3
23,3
6,1
71,4
40,3
76,4
12,2
27,3
9,1
96,5
29,3
83,4
95,5
88,4
90,4
51,4
85,4
26,3
37,3
21,3
19,2
77,4
59,4
92,5
3,1
76,4
19,2
75,4
12,2
18,2
88,4
37,3
57,4
28,3
97,5
96,5
55,4
40,3
85,4
26,3
60,4
3,1
57,4
29,3
58,4
94,5
81,4
63,4
71,4
72,4
56,4
76,4
91,5
7,1
89,4
13,2
2,1
69,4
9,1
5,1
56,4
15,2
67,4
20,2
8,1
10,1
56,4
73,4
4,1
42,3
62,4
85,4
26,3
20,2
28,3
93,5
76,4
1,1
8,1
77,4
85,4
4,1
94,5
57,4
88,4
88,4
31,3
60,4
20,2
78,4
78,4
86,4
6,1
41,3
69,4
18,2
46,3
32,3
88,4
77,4
76,4
17,2
42,3
3,1
85,4
82,4
8,1
82,4
39,3
15,2
90,4
56,4
78,4
18,2
48,3
60,4
6,1
68,4
59,4
86,4
76,4
16,2
50,3
88,4
56,4
40,3
61,4
38,3
90,4
97,5
35,3
36,3
3,1
46,3
61,4
93,5
3,1
97,5
49,3
84,4
79,4
86,4
62,4
81,4
16,2
34,3
83,4
30,3
61,4
54,4
99,5
76,4
16,2
29,3
40,3
92,5
87,4
51,4
82,4
19,2
14,2
78,4
28,3
14,2
38,3
76,4
71,4
23,3
50,3
79,4
38,3
55,4
0,1
39,3
2,1
40,3
35,3
6,1
81,4
35,3
13,2
47,3
33,3
7,1
100,5
13,2
32,3
39,3
20,2
86,4
56,4
91,5
56,4
85,4
100,5
81,4
62,4
99,5
24,3
35,3
86,4
67,4
20,2
69,4
56,4
29,3
34,3
80,4
45,3
53,4
97,5
33,3
42,3
48,3
79,4
71,4
44,3
4,1
19,2
85,4
58,4
37,3
92,5
3,1
83,4
18,2
74,4
45,3
1,1
5,1
16,2
17,2
64,4
9,1
57,4
3,1
45,3
20,2
29,3
87,4
18,2
85,4
92,5
73,4
34,3
65,4
19,2
13,2
69,4
61,4
80,4
18,2
40,3
60,4
2,1
49,3
85,4
32,3
31,3
16,2
29,3
34,3
41,3
21,3
23,3
77,4
62,4
72,4
0,1
61,4
73,4
46,3
49,3
91,5
49,3
78,4
39,3
29,3
65,4
51,4
66,4
64,4
94,5
66,4
54,4
4,1
42,3
40,3
62,4
96,5
15,2
6,1
2,1
97,5
50,3
26,3
18,2
68,4
45,3
16,2
31,3
27,3
62,4
74,4
97,5
28,3
76,4
68,4
47,3
21,3
97,5
53,4
12,2
46,3
81,4
67,4
47,3
19,2
50,3
91,5
91,5
14,2
56,4
49,3
78,4
28,3
32,3
77,4
35,3
27,3
35,3
99,5
62,4
6,1
98,5
66,4
23,3
90,4
2,1
44,3
42,3
56,4
1,1
44,3
4,1
72,4
43,3
81,4
71,4
87,4
85,4
61,4
14,2
95,5
47,3
17,2
27,3
29,3
2,1
37,3
59,4
53,4
75,4
90,4
78,4
74,4
11,2
2,1
15,2
22,3
43,3
46,3
32,3
89,4
96,5
33,3
35,3
81,4
63,4
1,1
36,3
68,4
71,4
62,4
23,3
51,4
43,3
37,3
51,4
96,5
34,3
63,4
57,4
15,2
40,3
57,4
54,4
98,5
4,1
100,5
36,3
66,4
39,3
77,4
91,5
17,2
45,3
2,1
57,4
22,3
91,5
93,5
85,4
19,2
48,3
28,3
27,3
90,4
94,5
28,3
